Polska nazwa,Angielska nazwa,Interakcje,Strona,
Salmeterol,Salmeterol,"Istnieje niskie prawdopodobieństwo, aby terapia związkiem wpływała negatywnie na zdolność prowadzenia pojazdów oraz obslugiwania maszyn mechanicznych.
",https://www.doz.pl//leki/w1081-Salmeterol,
Sapropteryna,Sapropterin,"W czasie terapii sapropteryną należy kontrolować ilość spożywanych produktów białkowych oraz przestrzegać diety, która jest uboga w fenyloalaninę.
",https://www.doz.pl//leki/w1082-Sapropteryna,
Sekukinumab,Secukinumab,"Sekukinumab nie wywiera istotnego wpływu na prowadzenie pojazdów i obsługę maszyn.
",https://www.doz.pl//leki/w1336-Sekukinumab,
Selegilina,Selegiline,"Dla bezpieczeństwa należy unikać produktów z dużą zawartością tyraminy, która ulega metabolizmowi przy udziale enzymu monoaminooksydazy (MAO). Do takich produktów należą m.in. świeże awokado, sery pleśniowe, wina, wątróbka drobiowa, figi, przejrzałe banany, gorzka czekolada. Selegilina w dawkach terapeutycznych działa selektywnie w stosunku do MAO-B, jednak w wyższych dawkach tracąc selektywność działania lub po skojarzeniu z IMAO-A, może zwiększać poziom tyraminy, co może doprowadzić do nagłego wzrostu ciśnienia krwi.
Selegilina może nasilać hamujący wpływ alkoholu na ośrodkowy układ nerwowy. Należy unikać spożywania alkoholu podczas leczenia selegiliną.
",https://www.doz.pl//leki/w1085-Selegilina,
Seleksypag,Selexipag,"Seleksypag należy przyjmować podczas jedzenia popijając szklanką wody. Podawanie podczas posiłku minimalizuje działania niepożądane ze strony przewodu pokarmowego.
",https://www.doz.pl//leki/w1086-Seleksypag,
Sertindol,Sertindole,"Pokarm nie wywiera istotnego wpływu na szybkość i stopień wchłaniania sertindolu.
Sertindol może nasilać działanie alkoholu związane z depresją układu nerwowego, dlatego nie zaleca się jednoczesnego stosowania sertindolu z alkoholem.
",https://www.doz.pl//leki/w1088-Sertindol,
Sertralina,Sertraline,"
        Działa niepożądane zostały podzielone ze względu na częstotliwość występowania u pacjentów. (Klasyfikacja MdDRA)
    
",https://www.doz.pl//leki/w1089-Sertralina,
Sewelamer,Sevelamer,"Sewelamer powinien być przyjmowany razem z posiłkiem co wynika z jego mechanizmu działania. Lek może zaburzać wchłanianie witamin rozpuszczalnych w tłuszczach (witaminy A,D,E,K) oraz folianów. Podczas terapii lekiem lekarz prowadzący może zalecić ograniczenie produktów bogatych w fosfor. Są to między innymi żółtka jaj, orzechy, przetwory mięsne, fasola i otręby. 
Sewelamer wpływa na wyniki oznaczenia cholesterolu całkowitego oraz frakcji LDL w surowicy krwi, obniżając ich wartości. 
",https://www.doz.pl//leki/w1090-Sewelamer,
Sewofluran,Sevoflurane,"Sewofluran może nasilać hamujące działanie alkoholu na ośrodkowy układ nerwowy.
Długotrwałe stosowanie ziela dziurawca (Hypericum perforatum) może powodować ciężkie niedociśnienie oraz wpływać na opóźnienie wybudzania pacjenta ze znieczulenia przeprowadzonego za pomocą sewofluranu.
",https://www.doz.pl//leki/w1091-Sewofluran,
Siarczan,cynku,"Wchłanianie cynku może ulec zaburzeniu w wyniku spożywania produktów spożywczych, które zawierają kwas fitynowy (na przykład pieczywo pełnoziarniste). Ponadto zaleca się, aby produkty bogate w błonnik (na przykład otręby) i fosforany (na przykład produkty mleczne), spożywać minimum 2 godziny od przyjęcia siarczanu cynku. Przyczyną tego jest tworzenie niewchłanialnych kompleksów cynku.
",https://www.doz.pl//leki/w1093-Siarczan_cynku,
Siarczan,magnezu,"Nie zaleca się prowadzenia pojazdów podczas leczenia siarczanem magnezu (podawanym parenteralnie), ponieważ substancja może hamować ośrodkowy układ nerwowy.
",https://www.doz.pl//leki/w1094-Siarczan_magnezu_Sol_gorzka,
Siarczan,potasu,"Od momentu przyjęcia siarczanu potasu, aż do zakończenia zabiegu/badania należy przyjmować wyłącznie lekkie posiłki i czyste płyny. Przeciwwskazane jest spożywanie ciężkostrawnych posiłków i przyjmowanie czerwonych, purpurowych napojów oraz mleka.
Nie należy spożywać alkoholu od momentu rozpoczęcia stosowania siarczanu potasu do czasu zakończenia zabiegu/badania.
",https://www.doz.pl//leki/w1337-Siarczan_potasu,
Siarczan,żelaza,"Wchłanianie siarczanu żelaza ulega znaczącemu zmniejszeniu, jeśli zostaje on przyjęty z kwasami fitynowymi obecnymi w pełnoziarnistych produktach zbożowych. Podobnie nie należy łączyć substancji czynnej z polifenolami obecnymi w czerwonym winie, kawie lub herbacie oraz wapniem występującym w mleku i jego przetworach. Związki cynku również zmniejszają wchłanianie żelaza, dlatego należy zwrócić uwagę na ich obecność w pożywieniu.
Przyjmowanie siarczanu żelaza może powodować wystąpienie fałszywie dodatnich wyników w badaniach na obecność krwi utajonej w kale.
",https://www.doz.pl//leki/w1096-Siarczan_zelaza,
Sibutramina,Sibutramine,"Należy unikać stosowania z alkoholem. Ryzyko nasilenia niektórych działań ośrodkowych.
",https://www.doz.pl//leki/w1338-Sibutramina,
Sildenafil,Sildenafil,"Sok grejpfrutowy, który jest  słabym inhibitorem CYP3A4 może powodować nieznaczne zwiększenie stężenia syldenafilu w surowicy krwi.  Nie zaleca się jednoczesnego stosowania syldenafilu z sokiem grejpfrutowym.
Nie należy łączyć sildenafilu i alkoholu ze względu na ryzyko istotnych spadków ciśnienia tętniczego, co może skutkować bólami i zawrotami głowy a nawet omdleniem.
Niesie to ryzyko groźnych upadków, wypadków w pracy oraz w trakcie obsługi urządzeń mechanicznych.
",https://www.doz.pl//leki/w1097-Sildenafil,
Simwastatyna,Simvastatin,"Podczas leczenia simwastatyną należy unikać posiłków z sokiem grejpfrutowym. Sok grejpfrutowy jako inhibitor cytochromu CYP3A4 może spowodować wzrost stężenia simwastatyny i jej aktywnych metabolitów w osoczu. 
Przyjmowanie leku z pokarmem nie wpływa na jego wchłanianie. 
Spożywanie znacznych ilości alkoholu przez pacjentów przyjmujących simwastatynę może skutkować zwiększeniem ryzyka pojawienia się działań niepożądanych. Alkohol może zaburzać metabolizm simwastatyny poprzez wpływ jaki wywiera na izoenzymy cytochromu P450 wątroby, co jest może być bezpośrednią przyczyną wzrostu jej stężenia w osoczu. 
",https://www.doz.pl//leki/w1099-Simwastatyna,
Sitagliptyna,Sitagliptin,"Sitagliptyna nie ma istotnego wpływu na zdolność prowadzenia pojazdów i obsługiwania maszyn. Należy jednak zachować ostrożność w przypadku zwiększonego ryzyka wystąpienia hipoglikemii, zawrotów głowy i senności, na przykład w  trakcie leczenia skojarzonego z pochodnymi sulfonylomocznika lub z insuliną.
Ryzyko wystąpienia znaczących klinicznie interakcji jest niewielkie. Głównym enzymem odpowiedzialnym za ograniczenie metabolizmu sitagliptyny jest CYP3A4 ze współudziałem CYP2C8. W przypadku ciężkich zaburzeń czynności nerek lub schyłkowej niewydolności nerek (ESRD, ang. end-stage renal disease) istnieje możliwość, że silnie działające inhibitory CYP3A4 (np. ketokonazol, itrakonazol, rytonawir, klarytromycyna) mogą zmieniać farmakokinetykę sitagliptyny.
Sitagliptyna jest substratem dla glikoproteiny p oraz transportera anionów organicznych-3 (OAT3). Transport sitagliptyny, w którym pośredniczy OAT3, może być hamowany przez probenecyd.
",https://www.doz.pl//leki/w1100-Sitagliptyna,
Skopolamina,(Hioscyna),"Podczas stosowania skopolaminy nie należy prowadzić pojazdów ani obsługiwać maszyn, ponieważ może ona powodować zaburzenia akomodacji oraz obniżać sprawność psychofizyczną. 
",https://www.doz.pl//leki/w508-Skopolamina_Hioscyna,
Sofosbuwir,Sofosbuvir,"Sofosbuwir powinien być przyjmowany z posiłkiem.
Równoległe stosowanie preparatów ziela dziurawca może obniżać stężenie sofosbuviru w osoczu.
",https://www.doz.pl//leki/w1101-Sofosbuwir,
Solifenacyna,Solifenacin,"Substancja czynna może ograniczać zdolność prowadzenia pojazdów i obsługi maszyn. Istnieje prawdopodobieństwo pojawienia się zaburzeń widzenia, senności i upośledzenia koordynacji podczas przyjmowania leku, co może w znacznym stopniu upośledzać zdolności manualne.
",https://www.doz.pl//leki/w1102-Solifenacyna,
Somatostatyna,Somatostatin,"Równoległe dostarczanie do organizmu dużych ilości węglowodanów (w tym stosowanie całkowitego żywienia pozajelitowego) wiąże się z ryzykiem wystąpienia zaburzeń glikemii, co wymaga kontrolowania stężenia glukozy we krwi.
",https://www.doz.pl//leki/w1103-Somatostatyna,
Somatropina,Somatotropin,"Somatropina nie wpływa na zdolność prowadzenia pojazdów lub obsługi maszyn. 
",https://www.doz.pl//leki/w1104-Somatropina,
Sonidegib,Sonidegib,"Przyjmowanie sonidegibu z pożywieniem zwiększa jego biodostępność (ilość substancji czynnej w krwioobiegu). Sonidegib należy przyjmować 2 godziny po posiłku oraz co najmniej godzinę przed kolejnym posiłkiem. 
Ziele dziurawca (Hypericum perforatum) obniża stężenie sonidegibu we krwi, zmniejszając efekt terapeutyczny substancji. 
",https://www.doz.pl//leki/w1105-Sonidegib,
Sorafenib,Sorafenib,"Sorafenibu nie należy przyjmować w połączeniu z posiłkami bogatotłuszczowymi. Istnieje ryzyko osłabienia działania substancji czynnej.
Brak danych na temat interakcji sorafenibu z alkoholem. 
Ziele dziurawca może nasilać metabolizm sorafenibu i co za tym idzie - zmniejszać skuteczność terapii.
",https://www.doz.pl//leki/w1106-Sorafenib,
Sotalol,Sotalol,"Satolol należy przyjmować około 1 godziny przed posiłkiem, popijając odpowiednią ilością płynu.
W badaniach labolatoryjnych pacjenci przyjmujący satolol mogą mieć fałszywie podwyższony wynik metanefryny oznaczonej metodami fotometrycznymi. W związku z tym u pacjentów z podejrzeniem guza chromochłonnego, przyjmujących satolol, oznaczanie poziomu metanefryny w moczu należy wykonać metodą HPLC.
",https://www.doz.pl//leki/w1107-Sotalol,
Sól,sodowa,"Pacjenci stosujący sól sodową sulfonowanej żywicy polistyrenowej, nie powinni spożywać produktów zawierających sorbitol. Jednoczesne przyjmowanie substancji może prowadzić do takich objawów jak: niedokrwienie jelit, zwężenie przewodu pokarmowego, martwica jelit oraz innych powikłań, które mają związek z układem pokarmowym. Objawy te mogą prowadzić do śmierci chorego.
",https://www.doz.pl//leki/w1108-Sol_sodowa_sulfonowanej_zywicy_polistyrenowej,
Sól,wapniowa,"Spożywanie dużych ilości produktów zawierających jony potasowe podczas leczenia solą wapniową sulfonowanej żywicy polistyrenowej niesie ze sobą ryzyko zmniejszenia skuteczności terapii. 
Nie należy przyjmować soli sulfonowanej żywicy polistyrenowej w połączeniu z sorbitolem ze względu na zwiększone ryzyko pojawienia się martwicy i perforacji jelita. 
",https://www.doz.pl//leki/w1109-Sol_wapniowa_sulfonowanej_zywicy_polistyrenowej,
Spiramycyna,Spiramycin,"Lek może być przyjmowany niezależnie od posiłku (także w jego trakcie).
",https://www.doz.pl//leki/w1110-Spiramycyna,
Spironolakton,Spironolactone,"Spironolakton lepiej wchłania się po posiłku niż na czczo. Dodatkowo zmniejsza się jego działanie drażniące na żołądek jednak w przewlekłym stosowaniu spironolaktonu podawane pożywienie nie wpływa na biodostępność.
Nie należy łączyć spironolaktonu i alkoholu ze względu na wzrost ryzyka wystąpienia hipotonii ortostatycznej.
",https://www.doz.pl//leki/w1111-Spironolakton,
Stawudyna,Stavudine,"Stawudynę należy przyjmować na czczo, co najmniej godzinę przed posiłkiem. 
Nie należy łączyć stawudyny z alkoholem, ze względu na możliwe uszkodzenie wątroby , wystąpienie neuropatii obwodowej oraz martwicy kości. 
",https://www.doz.pl//leki/w1112-Stawudyna,
Streptodornaza+Streptokinaza,Streptodornase,"Stosowanie połączenia streptodornazy ze streptokinazą nie ma  wpływu na zdolność prowadzenia pojazdów i obsługę maszyn w ruchu.
",https://www.doz.pl//leki/w1113-StreptodornazaStreptokinaza,
Streptomycyna,Streptomycin,"Streptomycyna nie powinna być mieszana w strzykawce z innymi lekami o odczynie zasadowym bądź kwaśnym ze względu na utratę stabilności leku.
",https://www.doz.pl//leki/w1115-Streptomycyna,
Styrypentol,Stiripentol,"Lek zawierający styrypentol należy przyjmować zawsze z posiłkiem, jednak nie jest dozwolone przyjmowanie go z produktami nabiałowymi jak jogurt, ser czy mleko. Styrypentolu nie wolno także popijać napojami gazowanymi, sokami owocowymi, ale także napojami zawierającymi teofilinę czy też kofeinę jak kawa oraz napoje energetyzujące.
Nie jest zalecane spożywanie alkoholu w trakcie leczenia styrypentolem padaczki, zwłaszcza w skojarzeniu z klobazamem i walproinianem. 
Podczas stosowania styrypentolu zaobserwowano zwiększenie aktywności gamma-glutamylotranspeptydazy (γGT), zwłaszcza w terapii skojarzonej z karbamazepiną oraz walproinianem. Daje to nieprawidłowe wyniki prób wątrobowych oznaczanych podczas leczenia.
",https://www.doz.pl//leki/w1116-Styrypentol,
Sufentanyl,Sufentanil,"Jednoczesne stosowanie substancji działających depresyjnie na Ośrodkowy Układ Nerwowy (OUN), w tym  nieselektywnych substancji działających depresyjnie na OUN  jak alkohol, może nasilać depresję układu oddechowego.
",https://www.doz.pl//leki/w1117-Sufentanyl,
Sugammadeks,Sugammadex,"Nie przeprowadzono badań nad wpływem substancji czynnej na zdolność prowadzenia pojazdów mechanicznych i obsługiwania maszyn.
Zazwyczaj sugammadeks nie wpływa na wyniki badań laboratoryjnych. Wyjątkiem jest badanie stężenia progesteronu w surowicy oraz analizy niektórych parametrów krzepnięcia (czas częściowej tromboplastyny po aktywacji, czas protrombinowy). Nie przeprowadzono jednak szczegółowych badań pod tym kątem.
",https://www.doz.pl//leki/w1118-Sugammadeks,
Sukralfat,Sucralfate,"Zastosowanie sukralfatu razem z pożywieniem może zwiększyć biodostępność leku. Dzieje się tak ze względu na możliwość wiązania się sukralfatu z białkami pokarmowymi. Dlatego zaleca się stosowanie leku godzinę przed posiłkiem lub dwie godziny po nim.
",https://www.doz.pl//leki/w1119-Sukralfat,
Suksametonium,Suxamethonium,"Brak danych na temat interakcji suksametonium z żywnością.
Brak danych na temat interakcji suksametonium z alkoholem.
",https://www.doz.pl//leki/w1120-Suksametonium,
Sulfacetamid,Sulfacetamide,"Brak badań klinicznych potwierdzających niezgodność pożywienia z substancją czynną. 
Łączenie chemioterapeutyków z alkoholem może zmniejszyć działanie bakteriostatyczne zastosowanych leków. Należy zachować ostrożność podczas przyjmowania tych leków, w razie jakichkolwiek wątpliwości należy zapytać lekarza prowadzącego o możliwych skutkach ubocznych łączenia alkoholu z podanym preparatem. 
W przypadku pacjentów, u których wykonywano terapię fotodynamiczną z zastosowaniem leków uwrażliwiającymi na światło m.in. porfimerem sodu, w połaczeniu z sulfacetamidem sodowym, należy zachować szczególną ostrożność, ze względu na duże ryzyko ciężkich nadwrażliwości. W tym celu należy chronić skórę oraz oczy przed promieniami UV przez okres co najmniej 30 dni.
",https://www.doz.pl//leki/w1122-Sulfacetamid,
Sulfasalazyna,Sulfasalazine,"Podczas terapii sulfasalazyną wchłanianie kwasu foliowego może być zmniejszone nawet o około 30%.
Mała podaż płynów w trakcie leczenia sulfasalazyną może przyczynić się do rozwoju krystalurii.
",https://www.doz.pl//leki/w1124-Sulfasalazyna,
Sulfatiazol,Sulfathiazole,"Sulfatiazol nie wywiera wpływu na zdolność prowadzenia pojazdów i obsługę maszyn.
Sulfatiazolu nie należy stosować jednocześnie z innymi lekami o działaniu miejscowym.
",https://www.doz.pl//leki/w1125-Sulfatiazol,
Sulfatiazol,srebra,"Sulfatiazol srebra nie ma wpływu na zdolność prowadzenia pojazdów i obsługiwania maszyn.
",https://www.doz.pl//leki/w1126-Sulfatiazol_srebra,
Sulfogwajakol,Guaiacolsulfonate,"Sulfogwajakol ma działanie wykrztuśne. W trakcie stosowania produktów leczniczych zawierających sulfogwajakol należy pamiętać o przyjmowaniu dużych ilości płynów, które wspomagają rozrzedzanie i odkrztuszanie zalegającej wydzieliny.
",https://www.doz.pl//leki/w1127-Sulfogwajakol,
Sulodeksyd,Sulodexide,"Sulodeksyd nie powoduje objawów wpływających na zdolność prowadzenia pojazdów mechanicznych i obsługiwania maszyn.
Sulodeksyd nie powinien być łączony z preparatami roślinnymi zawierającymi miłorząb japoński, korzeń imbiru, czosnek, ponieważ surowce te wykazują działanie przeciwzakrzepowe. Żeń–szeń również może nasilać przeciwzakrzepowe działanie sulodeksydu.
",https://www.doz.pl//leki/w1128-Sulodeksyd,
Sulpiryd,Sulpiride,"Spożywanie pokarmu w trakcie przyjmowania sulpirydu może spowodować ograniczenie wchłaniania substancji czynnej o 30% początkowej wartości.
Alkohol może spowodować nasilenie uspokajającego działania sulpirydu. Podczas spożycia alkoholu w trakcie leczenia sulpirydem może dojść do nasilenia niektórych działań niepożądanych.
W trakcie leczenia sulpirydem konieczne jest zachowanie dwugodzinnego odstępu między przyjęciem leku a stosowaniem substancji zobojętniających treść żołądkową. Istnieje ryzyko zmniejszenia wchłaniania substancji czynnej w połączeniu ze środkami zobojętniającymi.
",https://www.doz.pl//leki/w1129-Sulpiryd,
sultamicylina,Sultamicillin,"Sultamicylina może powodować fałszywie dodatnie wyniki badań na obecność glukozy w moczu, jeśli badanie wykonywane jest z wykorzystaniem odczynników Benedicta, Fehlinga lub zestawu Clinitest.
Podanie sultamicyliny domięśniowo lub dożylnie może powodować u kobiet ciężarnych przemijające zmniejszenie stężenia całkowitego związanego estriolu, glukuronianu estriolu, związanego estronu i estradiolu.
",https://www.doz.pl//leki/w1402-sultamicylina,
Sumatryptan,Sumatriptan,"Należy unikać nadużywania oraz przewlekłego picia alkoholu etylowego podczas terapii sumatryptanem. Może on powodować zwiększenie ryzyka krwawienia z przewodu pokarmowego oraz owrzodzenia w połączeniu z lekiem.
Naukowe źródła donoszą o liczniejszym i silniejszym występowaniu działań niepożądanych  przy równoczesnym stosowaniu sumatryptanu z preparatami z dziurawcem. 
",https://www.doz.pl//leki/w1131-Sumatryptan,
Sunitynib,Sunitinib,"W trakcie stosowania sunitynibu nie należy spożywać soku grejpfrutowego. Sok grejpfrutowy powoduje wzrost stężenia leku we krwi i nasilenie jego działania toksycznego.
Równoczesne stosowanie sunitynibu wraz z zielem dziurawca (Hypericum perforatum) prowadzi do zmniejszenia stężenia sunitynibu w osoczu.
",https://www.doz.pl//leki/w1132-Sunitynib,
Sylodosyna,Silodosin,"Pożywienie zmniejsza absorpcję leku, mimo to związek zaleca się przyjmować z posiłkiem aby zmniejszyć ryzyko wystąpienia hipotensji ortostatycznej.
Spożywanie alkoholu, zwłaszcza w dużych ilościach może zwiększać hipotensyjne działanie leku.
",https://www.doz.pl//leki/w1133-Sylodosyna,
Syltuksymab,Siltuximab,"Syltuksymab wpływa na profil lipidowy pacjentów powodując wzrost stężenia trojglicerydów i cholesterolu we krwi. Osoby przyjmujące lek powinny zwrócić uwagę na dietę i stosować posiłki zalecane przy podwyższonym stężeniu cholesterolu we krwi.
Syltuksymab przyspiesza metabolizm etanolu.
Terapia syltuksymabem powoduje wzrost stężenia aminotransferazy alaninowej i asparaginianowej, a także bilirubiny we krwi.
",https://www.doz.pl//leki/w1134-Syltuksymab,
Symeprewir,Simeprevir,"Brak informacji na temat interakcji symeprewiru z żywnością.
Brak informacji na temat interakcji symeprewiru z alkoholem.
Symeprewir wchodzi w interakcje z surowcami roślinnymi. Stosowanie substancji czynnej razem z zielem ostropestu plamistego, ze względu na zawartość sylimaryny, skutkuje osłabieniem działania przeciwwirusowego symeprewiru. Podczas terapii przeciwwirusowej należy też mieć na uwadze interakcję z zielem dziurawca zwyczajnego. Dziurawiec z kolei osłabia działanie symeprewiru,
",https://www.doz.pl//leki/w1135-Symeprewir,
Symetykon,Simethicone,"Symetykon w postaci kropli najlepiej stosować bezpośrednio przed karmieniem. W przypadku kapsułek nie ma znaczenia, czy lek będzie przyjmowany przed, w trakcie czy też po posiłku. Kapsułki należy popić dużą ilością wody w celu optymalizacji działania. W trakcie kuracji należy unikać napojów gazowanych.
Brak danych na temat interakcji z alkoholem.
Symetykon może być powodem fałszywie ujemnych wyników badań z zastosowaniem żywicy gwajakowej.
",https://www.doz.pl//leki/w1136-Symetykon,
Syrolimus,Sirolimus,"Należy unikać spożywania grejpfrutów oraz soku grejpfrutowego podczas terapii  syrolimusem. Flawonoidy i furanokumaryny zawarte w tym owocu zaburzają metabolizm substancji czynnej, zachodzący z udziałem CYP3A4 w wątrobie i powodują zwiększenie jego stężenia we krwi.
Brak danych wskazujących na to, że syrolimus wchodzi w interakcje z alkoholem.
Nie zaleca się stosowania ziela dziurawca zwyczajnego podczas terapii syrolimusem. Dziurawiec jest induktorem CYP3A4, może przyspieszać metabolizm substancji i w związku z tym obniżać jej stężenie we krwi.
",https://www.doz.pl//leki/w1137-Syrolimus,
Tadalafil,Tadalafil,"Tadalafil może być przyjmowany z pokarmem lub bez niego. Pożywienie nie wpływa na szybkość i stopień wchłaniania leku z przewodu pokarmowego.
Nadmierne spożywanie alkoholu podczas stosowania tadalafilu niesie ze sobą ryzyko spotęgowania działań niepożądanych takich jak nagły spadek ciśnienia tętniczego lub zawroty głowy.
",https://www.doz.pl//leki/w1138-Tadalafil,
Tafamidis,Tafamidis,"Brak danych wskazujących, że tafamidis wchodzi w interakcje z pożywieniem. Posiłki wysokotłuszczowe zmieniają szybkość wchłaniania, nie wpływając na jego stopień.
Brak danych wskazujących, że tafamidis wchodzi w interakcje z alkoholem.
Tafamidis może powodować nieprawidłowości w wynikach badań laboratoryjnych. Substancja może powodować zmniejszenie stężenia tyroksyny całkowitej w surowicy, nie wpływając jednak na wartości stężenia wolnej tyroksyny (T4) ani hormonu tyreotropowego (TSH). 
",https://www.doz.pl//leki/w1139-Tafamidis,
Takalcytol,Tacalcitol,"Substancja czynna nie wpływa na zdolność prowadzenia pojazdów i obsługi maszyn. 
",https://www.doz.pl//leki/w1141-Takalcytol,
Takrolimus,Tacrolimus,"Ziele cytryniec chiński (Schisandra sphenanthera) oraz sok grejpfrutowy zwiększają stężenie takrolimusu we krwi.
Nie należy spożywać alkoholu podczas przyjmowania takrolimusu. Alkohol może zwiększać uwalnianie leku z postaci kapsułek o przedłużonym uwalnianiu, następnie do wzrostu stężenia we krwi i niekorzystnie zmieniać właściwości farmakokinetyczne oraz skuteczność i bezpieczeństwo.
Szczepienia mogą być mniej skuteczne, ponieważ takrolimus działa immunosupresyjnie. Unika się z tego względu szczepionek żywych, atenuowanych.
",https://www.doz.pl//leki/w1142-Takrolimus,
Talidomid,Thalidomide,"Talidomid może nasilać działanie alkoholu.
",https://www.doz.pl//leki/w1143-Talidomid,
Talimogen,laherparepwek,"Stosowanie talimogenu laherparepwek może powodować zawroty głowy oraz ogólne splątanie. Obsługa maszyn oraz prowadzenie pojazdów podczas przyjmowania substancji są możliwe oraz bezpieczne wyłącznie po ustąpieniu powyższych objawów. 
",https://www.doz.pl//leki/w1144-Talimogen_laherparepwek,
Tamoksyfen,Tamoxifen,"Ze względu na zawartość w owocach cytrusowych furanokumaryn podczas terapii tamoksyfenem należy ich unikać.
Podczas terapii tamoksyfenem nie zaleca się spożywania alkoholu.
W grupie wiekowej poniżej 12 roku życia bezpieczeństwo i skuteczność terapii takmoksyfenem nie została potwierdzona, dlatego nie zaleca się jego stosowania.
",https://www.doz.pl//leki/w1145-Tamoksyfen,
Tamsulozyna,Tamsulosin,"Nie należy łączyć tamsulozyny z sokiem grejpfrutowym. Hamuje on cytochrom CYP3A4, przez co nasila działanie tamsulozyny, co może zwiększyć ryzyko upadków.
Nie należy łączyć tamsulozyny z alkoholem, ze wzglądu na możliwość wystąpienia problemów z ciśnieniem krwi.
",https://www.doz.pl//leki/w1146-Tamsulozyna,
Tanina,Tannin,"Białczan taniny może zmniejszać wchłanianie innych leków. Dlatego należy zachować co najmniej 2 godzinny odstęp przed zastosowaniem innych leków.
",https://www.doz.pl//leki/w1147-Tanina,
Tapentadol,Tapentadol,"Posiłek nie wpływa na biodostępność tapentadolu, zatem można go zażywać bez względu na porę posiłku. 
Przeciwwskazanym jest łączenie tapentadolu z alkoholem. Obydwie substancje mocno działają depresyjnie na ośrodkowy układ nerwowy, co spowodować może nasilony efekt uspokajający, śpiączkę oraz depresję układu oddechowego, a nawet śmierć. 
Dziurawiec zwyczajny, indukując transferazę urydynodifosforanową, powoduje zmniejszenie skuteczności tapentadolu oraz zwiększa ryzyko pojawienia się nasilonych działań niepożądanych. 
",https://www.doz.pl//leki/w1148-Tapentadol,
Tasimelteon,Tasimelteon,"W celu zapewnienia optymalnego działania tasimelteonu lek należy przyjmować na pusty żołądek. Badania wykazały, że posiłki bogate w tłuszcz zmniejszają wartość stężenia maksymalnego tasimelteonu średnio o 44% i opóźniają wchłanianie leku.
Alkohol nasila depresyjny wpływ tasimelteonu na ośrodkowy układ nerwowy.
Jeżówka purpurowa Echinacea purpurea nasila przemiany metaboliczne tasimelteonu. 
",https://www.doz.pl//leki/w1149-Tasimelteon,
Tazaroten,Tazarotene,"Tazaroten nie ma wpływu na zdolność prowadzenia pojazdów oraz obsługę maszyn. 
",https://www.doz.pl//leki/w1150-Tazaroten,
Tazonermina,Tasonermin,"Nie jest znany wpływ tazonerminy na płód, dlatego stosowanie tego leku u kobiet ciężarnych jest przeciwwskazane.
",https://www.doz.pl//leki/w1151-Tazonermina,
Tedizolid,Tedizolid,"Tedyzolid może powodować zawroty głowy i senność, dlatego nie należy prowadzić pojazdów i obsługiwać maszyn w ruchu, aż do ustąpienia objawów niepożądanych. 
Tedyzolid może zmniejszać skuteczność żywych szczepionek, dlatego należy zachować odstęp 3 dni pomiędzy szczepieniem przeciwko durowi brzusznemu oraz 14 dni w przypadku szczepienia przeciwko cholerze, a stosowaniem tedyzolidu. 
",https://www.doz.pl//leki/w1152-Tedizolid,
Teduglutyd,Teduglutide,"Ze względu na działanie teduglutydu na absorpcję z jelit, istnieje możliwość nasilonego wchłaniania produktów leczniczych przyjmowanych przez pacjenta podczas terapii.
",https://www.doz.pl//leki/w1153-Teduglutyd,
Tegafur,Tegafur,"Podczas terapii przeciwnowotworowej tegafurem należy wypijać dużą ilość płynów w ciągu dnia. Ma to na celu zminimalizowanie ryzyka wystąpienia odwodnienia podczas przyjmowania leku. 
Alkohol spowalnia przemiany metaboliczne tegafuru, co może skutkować nasileniem działań niepożądanych leku ze względu na zwiększone stężenie tegafuru we krwi. 
Podczas terapii tegafurem rzadko lub bardzo rzadko opisywano nadwrażliwość na światło słoneczne. 
",https://www.doz.pl//leki/w1154-Tegafur,
Teikoplanina,Teicoplanin,"Teikoplanina może wywierać nieznaczny wpływ na zdolność prowadzenia pojazdów i obsługi maszyn. Pacjenci, u których lek spowodował wystąpienie lekkich zawrotów lub bólu głowy nie powinni podejmować aktywności wymagających koordynacji ruchowo–wzrokowej.
",https://www.doz.pl//leki/w1155-Teikoplanina,
Telawancyna,Telavancin,"Nie wykazano, aby telawancyna wchodziła w interakcje z pożywieniem.
Ze względu na ryzyko obniżenia skuteczności terapii i nasilenia działań niepożądanych łączenie telawancyny z alkoholem nie jest zalecane.
W badaniach diagnostycznych obserwowano zwiększenie wartości międzynarodowego współczynnika znormalizowanego (INR) oraz wydłużenie skorygowanego odstępu QT w elektrokardiogramie, a także zwiększenie liczby eozynofilów i liczby neutrofilów.
",https://www.doz.pl//leki/w1156-Telawancyna,
Telbiwudyna,Telbivudine,"Lek można przyjmować łącznie lub niezależnie od posiłku.
Podczas terapii telbiwudyną obserwuje się często zwiększenie aktywnośći fosfokinazy kreatynowej, ALAT i amylazy. Niekiedy dochodzi do wzrostu poziomu AspAT.
",https://www.doz.pl//leki/w1157-Telbiwudyna,
Telitromycyna,Telithromycin,"Jedzenie nie wpływa na działanie telitromycyny. Można ją przyjmować z pożywieniem lub niezależnie od posiłku.
Ziele dziurawca (Hypericum perforatum) może zmniejszać działanie  telitromycyny.
",https://www.doz.pl//leki/w1158-Telitromycyna,
